t,x,y,z,vx,vy,vz
2297.0000,1337.428333,1337.578940,-314.986732,0.878424,0.868620,-1.251346
2298.0000,1338.254540,1338.395197,-316.079138,0.778534,0.763428,-0.943581
2299.0000,1338.990205,1339.116297,-316.868809,0.688978,0.680629,-0.628124
2300.0000,1339.630374,1339.746534,-317.346040,0.607086,0.581605,-0.310131
2301.0000,1340.188202,1340.282808,-317.507864,0.503242,0.494541,-0.003977
2302.0000,1340.646748,1340.732689,-317.354208,0.402182,0.409582,0.309880
2303.0000,1340.999242,1341.088458,-316.889256,0.308452,0.299144,0.624008
2304.0000,1341.266365,1341.346336,-316.112089,0.220875,0.207750,0.927638
2305.0000,1341.442493,1341.510360,-315.017527,0.134340,0.110248,1.257975
2306.0000,1341.528417,1341.577842,-313.609660,0.043090,0.024571,1.568083
2307.0000,1341.524512,1341.556621,-311.900607,-0.061325,-0.063640,1.852582
2308.0000,1341.415663,1341.444131,-309.893367,-0.159922,-0.153636,2.158047
2309.0000,1341.211289,1341.247213,-307.587907,-0.251872,-0.242993,2.452439
2310.0000,1340.926815,1340.953701,-304.997120,-0.328633,-0.348226,2.731798
2311.0000,1340.542340,1340.561524,-302.125529,-0.429910,-0.438645,3.008819
2312.0000,1340.070934,1340.077204,-298.977668,-0.521430,-0.527910,3.285626
2313.0000,1339.507053,1339.511270,-295.562968,-0.613273,-0.608109,3.551849
2314.0000,1338.854611,1338.859165,-291.887852,-0.684231,-0.698838,3.803338
2315.0000,1338.129015,1338.121203,-287.962328,-0.773259,-0.780899,4.052551
2316.0000,1337.316612,1337.302446,-283.798864,-0.856508,-0.859251,4.282098
2317.0000,1336.415605,1336.398637,-279.403409,-0.945006,-0.947167,4.508979
2318.0000,1335.431605,1335.410127,-274.786778,-1.019427,-1.031383,4.731559
2319.0000,1334.371560,1334.339566,-269.952391,-1.108339,-1.110712,4.930685
2320.0000,1333.227734,1333.187475,-264.919499,-1.178296,-1.189992,5.127452
2321.0000,1332.004246,1331.955399,-259.698652,-1.261635,-1.272825,5.305895
2322.0000,1330.710739,1330.649205,-254.310523,-1.333259,-1.345594,5.475817
2323.0000,1329.332331,1329.264559,-248.754104,-1.410347,-1.420455,5.634767
2324.0000,1327.893667,1327.808276,-243.046256,-1.476865,-1.496950,5.777845
2325.0000,1326.379169,1326.281168,-237.196247,-1.556662,-1.564162,5.919684
2326.0000,1324.794575,1324.688478,-231.224287,-1.609339,-1.624668,6.034466
2327.0000,1323.146493,1323.029788,-225.142677,-1.685546,-1.689578,6.127851
2328.0000,1321.432832,1321.317019,-218.966483,-1.745610,-1.740678,6.220992
2329.0000,1319.657424,1319.549313,-212.705898,-1.807762,-1.794518,6.297152
2330.0000,1317.815429,1317.720001,-206.372863,-1.866729,-1.871748,6.362105
2331.0000,1315.921524,1315.822138,-199.978200,-1.915033,-1.925158,6.417562
2332.0000,1313.978733,1313.873761,-193.535576,-1.971315,-1.973829,6.467065
2333.0000,1311.984394,1311.872874,-187.055693,-2.019525,-2.027029,6.485108
2334.0000,1309.942114,1309.819830,-180.568124,-2.071691,-2.076182,6.495107
2335.0000,1307.838822,1307.721071,-174.072030,-2.125677,-2.125886,6.482818
2336.0000,1305.694815,1305.572012,-167.592947,-2.164200,-2.174674,6.467279
2337.0000,1303.501855,1303.375558,-161.136651,-2.219322,-2.210133,6.435462
2338.0000,1301.262429,1301.145043,-154.710307,-2.256602,-2.246922,6.406034
2339.0000,1298.990483,1298.868702,-148.326395,-2.300827,-2.300871,6.358810
2340.0000,1296.672306,1296.558403,-142.002299,-2.328810,-2.320746,6.292533
2341.0000,1294.331759,1294.217779,-135.740375,-2.348221,-2.356667,6.232985
2342.0000,1291.970964,1291.846674,-129.548738,-2.376939,-2.384670,6.146054
2343.0000,1289.582329,1289.450948,-123.453486,-2.397781,-2.407700,6.035247
2344.0000,1287.177930,1287.045388,-117.464003,-2.419995,-2.411984,5.936867
2345.0000,1284.741524,1284.620966,-111.579934,-2.447812,-2.428087,5.818520
2346.0000,1282.288270,1282.180084,-105.817007,-2.454890,-2.452216,5.704507
2347.0000,1279.824811,1279.721745,-100.173357,-2.475884,-2.470480,5.573824
2348.0000,1277.340831,1277.240622,-94.665255,-2.486465,-2.486157,5.431520
2349.0000,1274.849487,1274.751828,-89.301472,-2.488504,-2.489629,5.290801
2350.0000,1272.357996,1272.260333,-84.074772,-2.495417,-2.487329,5.157563
2351.0000,1269.860674,1269.773976,-78.997323,-2.501853,-2.485941,5.000220
2352.0000,1267.358048,1267.296330,-74.070358,-2.495416,-2.475334,4.840743
2353.0000,1264.864859,1264.814099,-69.309529,-2.492006,-2.489414,4.672953
2354.0000,1262.375647,1262.328494,-64.720580,-2.479833,-2.491427,4.508072
2355.0000,1259.895399,1259.837788,-60.292761,-2.480591,-2.481403,4.339791
2356.0000,1257.418554,1257.367762,-56.039722,-2.467415,-2.455562,4.167167
2357.0000,1254.963754,1254.919962,-51.955870,-2.446062,-2.437141,3.996775
2358.0000,1252.525553,1252.488733,-48.045796,-2.427352,-2.416112,3.827213
2359.0000,1250.104501,1250.079600,-44.311125,-2.409118,-2.403859,3.648120
2360.0000,1247.702749,1247.690038,-40.747651,-2.391605,-2.373982,3.469825
2361.0000,1245.328303,1245.324813,-37.368414,-2.357408,-2.353240,3.284033
2362.0000,1242.982015,1242.987638,-34.169200,-2.329212,-2.322136,3.109491
2363.0000,1240.671833,1240.682147,-31.137238,-2.299009,-2.290225,2.942844
2364.0000,1238.388968,1238.416006,-28.282021,-2.263576,-2.258518,2.769081
2365.0000,1236.148154,1236.176190,-25.598313,-2.220222,-2.219145,2.591748
2366.0000,1233.944926,1233.974937,-23.085277,-2.172455,-2.179375,2.429326
2367.0000,1231.796352,1231.823177,-20.730368,-2.125615,-2.120408,2.279761
2368.0000,1229.689561,1229.718238,-18.537514,-2.089456,-2.087558,2.116774
2369.0000,1227.629028,1227.660486,-16.499351,-2.029539,-2.031377,1.963217
2370.0000,1225.629432,1225.651641,-14.613046,-1.968341,-1.981872,1.812152
2371.0000,1223.682137,1223.695963,-12.872190,-1.929516,-1.924844,1.659236
2372.0000,1221.782946,1221.808430,-11.279925,-1.876801,-1.856819,1.525827
2373.0000,1219.938537,1219.980403,-9.814677,-1.811098,-1.796272,1.393558
2374.0000,1218.159067,1218.207448,-8.478995,-1.744248,-1.740382,1.276686
2375.0000,1216.444257,1216.492750,-7.255106,-1.685030,-1.686155,1.162042
2376.0000,1214.791763,1214.838322,-6.146737,-1.626363,-1.616847,1.048216
2377.0000,1213.203028,1213.252066,-5.155238,-1.548624,-1.553956,0.939635
2378.0000,1211.692424,1211.732389,-4.268375,-1.477759,-1.487638,0.835548
2379.0000,1210.248842,1210.286398,-3.486218,-1.411333,-1.411178,0.738988
2380.0000,1208.878406,1208.913018,-2.789486,-1.340158,-1.329703,0.649979
2381.0000,1207.574838,1207.612560,-2.183557,-1.262008,-1.262406,0.567788
2382.0000,1206.351482,1206.393349,-1.649579,-1.184162,-1.176981,0.494199
2383.0000,1205.198481,1205.247170,-1.189105,-1.119614,-1.113989,0.419404
2384.0000,1204.129224,1204.176556,-0.798725,-1.029120,-1.028477,0.358382
2385.0000,1203.140027,1203.201043,-0.463717,-0.942904,-0.923288,0.302748
2386.0000,1202.237630,1202.315346,-0.188004,-0.862073,-0.840316,0.250908
2387.0000,1201.416415,1201.511416,0.038595,-0.779887,-0.767115,0.207269
2388.0000,1200.680435,1200.787398,0.228906,-0.682782,-0.684195,0.167362
2389.0000,1200.043599,1200.144383,0.373464,-0.591039,-0.608451,0.132089
2390.0000,1199.495088,1199.579895,0.490726,-0.509349,-0.513514,0.091762
2391.0000,1199.029359,1199.110870,0.573680,-0.424063,-0.422322,0.074593
2392.0000,1198.648312,1198.733283,0.644227,-0.336021,-0.333408,0.060982
2393.0000,1198.350257,1198.436634,0.696592,-0.250326,-0.249955,0.046220
2394.0000,1198.145958,1198.239072,0.731264,-0.158810,-0.149243,0.027146
2395.0000,1198.039580,1198.130969,0.751553,-0.054387,-0.062032,0.006582
2396.0000,1198.023468,1198.105267,0.756960,0.033350,0.018769,0.013923
2397.0000,1198.103107,1198.181665,0.762696,0.119807,0.133698,-0.000517
2398.0000,1198.270835,1198.353068,0.756952,0.210804,0.220011,-0.008894
2399.0000,1198.528116,1198.618580,0.756425,0.306607,0.316248,0.001303
2400.0000,1198.880975,1198.977235,0.750850,0.402011,0.406121,-0.011328
2401.0000,1199.322208,1199.432944,0.742239,0.491269,0.503683,-0.014852
2402.0000,1199.869400,1199.973836,0.732415,0.600483,0.586504,-0.013091
2403.0000,1200.517934,1200.607428,0.725332,0.693346,0.682514,-0.005808
2404.0000,1201.256243,1201.328293,0.716576,0.788665,0.773460,-0.010242
2405.0000,1202.086284,1202.144781,0.708945,0.879977,0.856606,-0.011731
2406.0000,1203.015585,1203.059183,0.701627,0.979405,0.971194,-0.012193
2407.0000,1204.040066,1204.074206,0.691896,1.064745,1.059634,-0.017586
2408.0000,1205.149871,1205.180487,0.665355,1.159248,1.150375,-0.034495
2409.0000,1206.350493,1206.378364,0.624541,1.248251,1.246920,-0.045343
2410.0000,1207.648049,1207.668706,0.576370,1.339013,1.330240,-0.061875
2411.0000,1209.028382,1209.048666,0.510475,1.422854,1.426243,-0.071553
2412.0000,1210.499016,1210.522839,0.431754,1.510321,1.518113,-0.097567
2413.0000,1212.056601,1212.083489,0.319582,1.597448,1.597130,-0.131498
2414.0000,1213.702369,1213.727855,0.170092,1.688325,1.688145,-0.165588
2415.0000,1215.432883,1215.456255,-0.015983,1.782954,1.765459,-0.198058
2416.0000,1217.250085,1217.268449,-0.238085,1.856012,1.855022,-0.254879
2417.0000,1219.144450,1219.163841,-0.517446,1.942311,1.939728,-0.300204
2418.0000,1221.125152,1221.137747,-0.845743,2.013073,2.011853,-0.360459
2419.0000,1223.176821,1223.191275,-1.235446,2.099769,2.097060,-0.417968
2420.0000,1225.314545,1225.333638,-1.695276,2.180380,2.186223,-0.495426
2421.0000,1227.531868,1227.558720,-2.226049,2.262766,2.260883,-0.571905
2422.0000,1229.835387,1229.850687,-2.834185,2.335932,2.337034,-0.652340
2423.0000,1232.201672,1232.222281,-3.523460,2.401612,2.401912,-0.731728
2424.0000,1234.644780,1234.662110,-4.296065,2.477203,2.483641,-0.822012
2425.0000,1237.156890,1237.183670,-5.180255,2.552952,2.551245,-0.928029
2426.0000,1239.744681,1239.765156,-6.161023,2.622459,2.612961,-1.031129
2427.0000,1242.398447,1242.411122,-7.248156,2.686992,2.681313,-1.141574
2428.0000,1245.117671,1245.124952,-8.450829,2.745290,2.746699,-1.264609
2429.0000,1247.903355,1247.903361,-9.772020,2.816231,2.817629,-1.377438
2430.0000,1250.740688,1250.750232,-11.225649,2.863956,2.875878,-1.528482
2431.0000,1253.632805,1253.644909,-12.823758,2.917438,2.921096,-1.668348
2432.0000,1256.569260,1256.601588,-14.563412,2.962777,2.985335,-1.809163
2433.0000,1259.563238,1259.613037,-16.450957,3.026560,3.036617,-1.967192
2434.0000,1262.616236,1262.675939,-18.498163,3.079450,3.087103,-2.119826
2435.0000,1265.715838,1265.793332,-20.690440,3.124159,3.147441,-2.276519
2436.0000,1268.856095,1268.959231,-23.046934,3.157802,3.176326,-2.439350
2437.0000,1272.041573,1272.159165,-25.562127,3.205047,3.217881,-2.594463
2438.0000,1275.264519,1275.398372,-28.245392,3.242769,3.256656,-2.765704
2439.0000,1278.531423,1278.660564,-31.097648,3.279723,3.277020,-2.945480
2440.0000,1281.829568,1281.959994,-34.126170,3.314076,3.319216,-3.116013
2441.0000,1285.164109,1285.292193,-37.329247,3.350391,3.349775,-3.289458
2442.0000,1288.529318,1288.654932,-40.708086,3.370408,3.375420,-3.468132
2443.0000,1291.914201,1292.038456,-44.261067,3.400505,3.392080,-3.639614
2444.0000,1295.327466,1295.441936,-47.987572,3.421623,3.426879,-3.815242
2445.0000,1298.764052,1298.881873,-51.882118,3.448211,3.450947,-3.983748
2446.0000,1302.223206,1302.336401,-55.962192,3.467042,3.460409,-4.175881
2447.0000,1305.695192,1305.806069,-60.217374,3.480458,3.476392,-4.335086
2448.0000,1309.177311,1309.284475,-64.646428,3.491590,3.480946,-4.514337
2449.0000,1312.676412,1312.766392,-69.238751,3.502383,3.487681,-4.668717
2450.0000,1316.177588,1316.265782,-73.992676,3.508188,3.505913,-4.837588
2451.0000,1319.684618,1319.764007,-78.903773,3.509872,3.491917,-4.989477
2452.0000,1323.187950,1323.261813,-83.978127,3.502134,3.502670,-5.153280
2453.0000,1326.688168,1326.763184,-89.211442,3.487499,3.502351,-5.304320
2454.0000,1330.179473,1330.266143,-94.582005,3.491587,3.492701,-5.436330
2455.0000,1333.661657,1333.745839,-100.089160,3.469990,3.470254,-5.573812
2456.0000,1337.130003,1337.213702,-105.733545,3.454440,3.462439,-5.712637
2457.0000,1340.573113,1340.672299,-111.500398,3.439319,3.452222,-5.828059
2458.0000,1344.001192,1344.113746,-117.382584,3.412662,3.427663,-5.939512
2459.0000,1347.406424,1347.529493,-123.373990,3.399958,3.400282,-6.045038
2460.0000,1350.790862,1350.919249,-129.466421,3.378485,3.391514,-6.145911
2461.0000,1354.152735,1354.299979,-135.653111,3.343825,3.373908,-6.226338
2462.0000,1357.481554,1357.649576,-141.913268,3.314517,3.323910,-6.292614
2463.0000,1360.782729,1360.950506,-148.238730,3.285044,3.289450,-6.357098
2464.0000,1364.049190,1364.218541,-154.618237,3.255713,3.255644,-6.399884
2465.0000,1367.272997,1367.447163,-161.038272,3.195192,3.203496,-6.438824
2466.0000,1370.455179,1370.636808,-167.497195,3.171464,3.165877,-6.477868
2467.0000,1373.610672,1373.783331,-173.975609,3.126319,3.126522,-6.482874
2468.0000,1376.706721,1376.890560,-180.454847,3.066092,3.075949,-6.479439
2469.0000,1379.752588,1379.935121,-186.937585,3.022065,3.020585,-6.480251
2470.0000,1382.755789,1382.937212,-193.407082,2.976381,2.980428,-6.453762
2471.0000,1385.710005,1385.891554,-199.843593,2.926478,2.924484,-6.409270
2472.0000,1388.608996,1388.790508,-206.230817,2.866140,2.873701,-6.359222
2473.0000,1391.445808,1391.634472,-212.560793,2.810745,2.813556,-6.294955
2474.0000,1394.218317,1394.413746,-218.823255,2.741952,2.753446,-6.229643
2475.0000,1396.932123,1397.133909,-225.007150,2.682624,2.686954,-6.127651
2476.0000,1399.584962,1399.783625,-231.086368,2.617259,2.617442,-6.024467
2477.0000,1402.168876,1402.362244,-237.053189,2.552142,2.546585,-5.901708
2478.0000,1404.681680,1404.874165,-242.894342,2.476481,2.478690,-5.776452
2479.0000,1407.125407,1407.314912,-248.603151,2.413729,2.408471,-5.639592
2480.0000,1409.498175,1409.688917,-254.166177,2.328661,2.333704,-5.478744
2481.0000,1411.787087,1411.983777,-259.566216,2.246816,2.255782,-5.314697
2482.0000,1413.996997,1414.209308,-264.788805,2.176812,2.188849,-5.136234
2483.0000,1416.141129,1416.359866,-269.830018,2.104619,2.110824,-4.947515
2484.0000,1418.206439,1418.426273,-274.669006,2.019517,2.026710,-4.724771
2485.0000,1420.184217,1420.414090,-279.286486,1.940206,1.950719,-4.506735
2486.0000,1422.082452,1422.323615,-283.681946,1.852505,1.865056,-4.276989
2487.0000,1423.901619,1424.142115,-287.842499,1.778852,1.773034,-4.037024
2488.0000,1425.640559,1425.873749,-291.768028,1.699609,1.689955,-3.806517
2489.0000,1427.292074,1427.527449,-295.448479,1.603535,1.606832,-3.550156
2490.0000,1428.860112,1429.086919,-298.866682,1.528726,1.504316,-3.281148
2491.0000,1430.340923,1430.552039,-302.022730,1.429381,1.429210,-3.013233
2492.0000,1431.727696,1431.937094,-304.889615,1.347419,1.341500,-2.725275
2493.0000,1433.019221,1433.234676,-307.479027,1.234650,1.250600,-2.435367
2494.0000,1434.214102,1434.450317,-309.766470,1.151103,1.175871,-2.136752
2495.0000,1435.316036,1435.568295,-311.766502,1.059035,1.064839,-1.852317
2496.0000,1436.342334,1436.582690,-313.472275,0.977123,0.958146,-1.552767
2497.0000,1437.268298,1437.497175,-314.875819,0.871590,0.869466,-1.251444
2498.0000,1438.096541,1438.323179,-315.980429,0.779744,0.780636,-0.950209
2499.0000,1438.825701,1439.057406,-316.766124,0.679019,0.686358,-0.626048
2500.0000,1439.460831,1439.697475,-317.233613,0.586178,0.589136,-0.311466
2501.0000,1440.003542,1440.247410,-317.392511,0.494026,0.508286,-0.003133
2502.0000,1440.452228,1440.706426,-317.236002,0.404626,0.409941,0.313337
2503.0000,1440.804362,1441.062383,-316.774938,0.307796,0.310191,0.623064
2504.0000,1441.063707,1441.327331,-315.990792,0.213475,0.227794,0.944358
2505.0000,1441.233335,1441.501876,-314.889444,0.123228,0.119814,1.262793
2506.0000,1441.315021,1441.571055,-313.480956,0.034636,0.016434,1.544271
2507.0000,1441.300865,1441.554003,-311.784075,-0.057142,-0.060414,1.841741
2508.0000,1441.193572,1441.443444,-309.795207,-0.149385,-0.151713,2.142273
2509.0000,1441.001300,1441.246138,-307.503713,-0.238478,-0.238577,2.435326
2510.0000,1440.707075,1440.956060,-304.928235,-0.343534,-0.339214,2.726363
2511.0000,1440.315257,1440.568766,-302.071668,-0.433841,-0.432448,2.999210
2512.0000,1439.833040,1440.090456,-298.930536,-0.520315,-0.516749,3.282670
2513.0000,1439.272759,1439.529299,-295.515106,-0.603810,-0.610713,3.556093
2514.0000,1438.622589,1438.866632,-291.827090,-0.690778,-0.701171,3.815371
2515.0000,1437.887040,1438.119227,-287.905142,-0.778398,-0.789584,4.046388
2516.0000,1437.065799,1437.300113,-283.742157,-0.869758,-0.860113,4.285317
2517.0000,1436.156960,1436.390218,-279.345508,-0.944977,-0.945840,4.510942
2518.0000,1435.166669,1435.408899,-274.725092,-1.029696,-1.020888,4.728689
2519.0000,1434.102918,1434.338293,-269.895171,-1.107740,-1.113782,4.938836
2520.0000,1432.948117,1433.185909,-264.860526,-1.191950,-1.188022,5.128422
2521.0000,1431.723580,1431.962865,-259.643890,-1.267849,-1.266223,5.297868
2522.0000,1430.421085,1430.656979,-254.252418,-1.345181,-1.345050,5.473738
2523.0000,1429.029744,1429.272285,-248.704248,-1.423204,-1.415838,5.631071
2524.0000,1427.569350,1427.822458,-242.999822,-1.502263,-1.479669,5.775543
2525.0000,1426.036771,1426.303345,-237.162538,-1.563442,-1.559419,5.895670
2526.0000,1424.440545,1424.710101,-231.199409,-1.630738,-1.627190,6.018695
2527.0000,1422.785986,1423.055547,-225.126112,-1.682682,-1.683729,6.133416
2528.0000,1421.071674,1421.338363,-218.951883,-1.736222,-1.745760,6.216544
2529.0000,1419.302012,1419.560574,-212.686248,-1.803295,-1.811092,6.311677
2530.0000,1417.467552,1417.720370,-206.345061,-1.866495,-1.878583,6.369454
2531.0000,1415.574607,1415.816006,-199.952853,-1.925662,-1.922991,6.415320
2532.0000,1413.621964,1413.866757,-193.514924,-1.987000,-1.974784,6.458094
2533.0000,1411.603749,1411.863237,-187.041843,-2.046517,-2.020622,6.481184
2534.0000,1409.543407,1409.808828,-180.556601,-2.081565,-2.080827,6.484431
2535.0000,1407.440835,1407.706304,-174.074987,-2.128931,-2.119727,6.474872
2536.0000,1405.292549,1405.561477,-167.605554,-2.177902,-2.172167,6.463202
2537.0000,1403.103296,1403.362280,-161.159312,-2.210057,-2.219510,6.429997
2538.0000,1400.873820,1401.126145,-154.741277,-2.251005,-2.259878,6.398044
2539.0000,1398.611064,1398.852990,-148.366259,-2.277531,-2.285143,6.356079
2540.0000,1396.314063,1396.557897,-142.039591,-2.319828,-2.308342,6.298120
2541.0000,1393.984411,1394.229734,-135.775934,-2.348682,-2.344780,6.217118
2542.0000,1391.616573,1391.860610,-129.604645,-2.384127,-2.385670,6.126422
2543.0000,1389.215245,1389.466803,-123.525512,-2.407014,-2.409324,6.029353
2544.0000,1386.795958,1387.050841,-117.542263,-2.436477,-2.426764,5.929515
2545.0000,1384.357477,1384.616541,-111.652690,-2.441027,-2.438582,5.829708
2546.0000,1381.907534,1382.167798,-105.871339,-2.459151,-2.450452,5.715787
2547.0000,1379.438079,1379.705534,-100.220961,-2.478938,-2.472988,5.584481
2548.0000,1376.957119,1377.230202,-94.698536,-2.477121,-2.473012,5.447006
2549.0000,1374.474579,1374.747788,-89.321851,-2.487678,-2.483957,5.299273
2550.0000,1371.983457,1372.260909,-84.093102,-2.506418,-2.493095,5.159295
2551.0000,1369.479839,1369.764858,-79.006186,-2.495461,-2.495611,5.013181
2552.0000,1366.987634,1367.267609,-74.088393,-2.494775,-2.499576,4.834785
2553.0000,1364.492937,1364.776297,-69.330298,-2.499110,-2.491868,4.673241
2554.0000,1361.996995,1362.285787,-64.743909,-2.484958,-2.491008,4.501044
2555.0000,1359.515553,1359.802447,-60.320867,-2.483509,-2.469766,4.340384
2556.0000,1357.050633,1357.334940,-56.068176,-2.456686,-2.469285,4.151295
2557.0000,1354.608076,1354.875729,-52.002324,-2.435667,-2.455481,3.981732
2558.0000,1352.172581,1352.432926,-48.103872,-2.433928,-2.428831,3.808150
2559.0000,1349.751219,1350.013474,-44.381448,-2.408728,-2.413312,3.626077
2560.0000,1347.354782,1347.609771,-40.836908,-2.385697,-2.392354,3.463748
2561.0000,1344.981981,1345.232785,-37.460242,-2.350855,-2.362580,3.285508
2562.0000,1342.651610,1342.883547,-34.261475,-2.313947,-2.330707,3.115099
2563.0000,1340.353985,1340.569723,-31.242844,-2.293303,-2.294457,2.925703
2564.0000,1338.083042,1338.291225,-28.394031,-2.260249,-2.259315,2.771508
2565.0000,1335.842411,1336.059330,-25.709784,-2.209065,-2.207775,2.608370
2566.0000,1333.649874,1333.876245,-23.178972,-2.169790,-2.163834,2.440845
2567.0000,1331.497307,1331.728826,-20.813363,-2.134481,-2.127904,2.285467
2568.0000,1329.388512,1329.621914,-18.611028,-2.083134,-2.080561,2.121582
2569.0000,1327.334932,1327.558684,-16.569719,-2.029226,-2.046248,1.962786
2570.0000,1325.331386,1325.543620,-14.680982,-1.965549,-1.992146,1.805301
2571.0000,1323.389183,1323.579284,-12.944710,-1.918190,-1.931933,1.669528
2572.0000,1321.502983,1321.673723,-11.344145,-1.856446,-1.873162,1.528442
2573.0000,1319.679636,1319.830176,-9.880150,-1.798682,-1.819670,1.403403
2574.0000,1317.904693,1318.039287,-8.544480,-1.749409,-1.756064,1.267668
2575.0000,1316.177997,1316.311371,-7.331527,-1.687485,-1.704385,1.147164
2576.0000,1314.526387,1314.646236,-6.236539,-1.620393,-1.630332,1.039529
2577.0000,1312.934655,1313.056196,-5.246508,-1.557329,-1.556738,0.935260
2578.0000,1311.411847,1311.534332,-4.361570,-1.486228,-1.486972,0.832285
2579.0000,1309.963640,1310.087072,-3.580298,-1.408036,-1.416080,0.734519
2580.0000,1308.588726,1308.718733,-2.895499,-1.339748,-1.331627,0.638971
2581.0000,1307.286455,1307.427831,-2.291279,-1.263096,-1.248111,0.572025
2582.0000,1306.063431,1306.215449,-1.763834,-1.191540,-1.163033,0.488733
2583.0000,1304.915243,1305.082252,-1.302655,-1.109544,-1.098007,0.429802
2584.0000,1303.838525,1304.022622,-0.907422,-1.030397,-1.018691,0.359984
2585.0000,1302.847377,1303.044007,-0.575880,-0.943237,-0.940245,0.302852
2586.0000,1301.945202,1302.146657,-0.295169,-0.863275,-0.861158,0.261471
2587.0000,1301.123432,1301.325495,-0.065179,-0.767692,-0.785717,0.199193
2588.0000,1300.399317,1300.580559,0.117642,-0.682835,-0.700114,0.162106
2589.0000,1299.757510,1299.921168,0.258751,-0.601065,-0.619932,0.123931
2590.0000,1299.197382,1299.352733,0.382593,-0.516946,-0.518375,0.111178
2591.0000,1298.721208,1298.876216,0.473043,-0.430285,-0.428896,0.079343
2592.0000,1298.344348,1298.491882,0.543640,-0.322551,-0.336840,0.062050
2593.0000,1298.060799,1298.204903,0.602986,-0.243864,-0.243853,0.056553
2594.0000,1297.867298,1298.010713,0.649150,-0.149729,-0.144318,0.030638
2595.0000,1297.774110,1297.908263,0.682265,-0.054370,-0.063469,0.025256
2596.0000,1297.761087,1297.895021,0.698500,0.035633,0.036057,0.004920
2597.0000,1297.843783,1297.971865,0.701352,0.133322,0.117439,-0.001590
2598.0000,1298.021909,1298.139677,0.708221,0.225204,0.216542,0.008042
2599.0000,1298.305091,1298.401830,0.713971,0.333814,0.299963,0.004627
2600.0000,1298.686375,1298.752367,0.718300,0.411765,0.405138,0.004645
2601.0000,1299.138646,1299.200054,0.719362,0.496031,0.495217,0.001745
2602.0000,1299.679074,1299.742592,0.719791,0.590642,0.586735,0.000065
2603.0000,1300.317959,1300.380730,0.710537,0.689417,0.691611,-0.015033
2604.0000,1301.056122,1301.119756,0.695341,0.781077,0.788274,-0.006429
2605.0000,1301.879951,1301.956660,0.688266,0.867240,0.876628,-0.010869
2606.0000,1302.802465,1302.885768,0.678755,0.974266,0.969196,-0.007860
2607.0000,1303.819222,1303.902261,0.664116,1.066909,1.063393,-0.014843
2608.0000,1304.933741,1305.010458,0.646073,1.156665,1.150226,-0.019861
2609.0000,1306.134710,1306.211445,0.616505,1.251209,1.245820,-0.039226
2610.0000,1307.434319,1307.504282,0.568092,1.346035,1.341618,-0.054318
2611.0000,1308.817040,1308.888207,0.508464,1.423913,1.425093,-0.067499
2612.0000,1310.291836,1310.356184,0.426922,1.522127,1.520274,-0.089706
2613.0000,1311.856624,1311.918326,0.317084,1.613834,1.604530,-0.123760
2614.0000,1313.501855,1313.570417,0.175304,1.691745,1.697857,-0.162914
2615.0000,1315.231509,1315.310881,-0.006220,1.772030,1.781127,-0.209721
2616.0000,1317.052941,1317.131912,-0.234400,1.869955,1.860806,-0.250896
2617.0000,1318.964367,1319.030318,-0.503612,1.947411,1.936199,-0.290994
2618.0000,1320.947621,1321.010950,-0.825399,2.024736,2.022891,-0.352257
2619.0000,1323.016901,1323.079360,-1.212611,2.113638,2.110056,-0.419470
2620.0000,1325.174518,1325.228940,-1.659303,2.190888,2.198246,-0.472726
2621.0000,1327.398239,1327.460952,-2.173389,2.264487,2.264067,-0.554159
2622.0000,1329.695135,1329.767312,-2.769340,2.332409,2.346949,-0.634193
2623.0000,1332.072317,1332.151062,-3.450571,2.424244,2.413035,-0.726470
2624.0000,1334.528378,1334.598099,-4.235122,2.493864,2.484806,-0.842531
2625.0000,1337.054824,1337.117688,-5.123961,2.557486,2.559386,-0.935336
2626.0000,1339.646034,1339.706980,-6.112299,2.623088,2.628429,-1.041826
2627.0000,1342.304108,1342.362865,-7.204242,2.685284,2.684922,-1.150874
2628.0000,1345.016383,1345.079674,-8.413394,2.743626,2.751988,-1.276605
2629.0000,1347.795500,1347.859040,-9.752076,2.813917,2.806772,-1.409453
2630.0000,1350.637988,1350.695503,-11.222857,2.866812,2.868776,-1.535391
2631.0000,1353.527206,1353.597760,-12.824581,2.908841,2.931326,-1.670035
2632.0000,1356.476894,1356.560149,-14.563444,2.981898,2.991874,-1.808060
2633.0000,1359.482885,1359.570335,-16.442829,3.033092,3.043058,-1.958431
2634.0000,1362.535107,1362.642896,-18.476845,3.070532,3.094553,-2.113894
2635.0000,1365.632815,1365.748472,-20.670163,3.121107,3.126908,-2.270275
2636.0000,1368.780140,1368.903430,-23.015972,3.173859,3.176669,-2.423689
2637.0000,1371.979847,1372.099921,-25.523818,3.226809,3.208557,-2.594845
2638.0000,1375.218261,1375.329801,-28.201998,3.253637,3.248534,-2.771070
2639.0000,1378.487333,1378.589848,-31.059184,3.288546,3.282145,-2.949917
2640.0000,1381.796225,1381.892868,-34.090688,3.324373,3.322975,-3.118988
2641.0000,1385.131112,1385.228165,-37.285601,3.344063,3.346863,-3.271146
2642.0000,1388.494453,1388.590097,-40.650142,3.376535,3.372762,-3.461569
